"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DDD","3D Systems Corporation","8.34","$949.61M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","229.36","$136.61B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"WBAI","500.com Limited","10.94","$446M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai",
"WUBA","58.com Inc.","74.8","$10.96B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba",
"AHC","A.H. Belo Corporation","4.75","$103.33M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"ATEN","A10 Networks, Inc.","7.43","$525.68M","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten",
"AAC","AAC Holdings, Inc.","9.82","$235.66M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"AIR","AAR Corp.","39.68","$1.37B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","36.46","$2.65B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","25.23","$53.85B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","55.56","$96.71B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","93.61","$149.44B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"ANF","Abercrombie & Fitch Company","15.55","$1.06B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"GCH","Aberdeen Greater China Fund, Inc.","12.55","$110.65M","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","9.15","$122.41M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"SGF","Aberdeen Singapore Fund, Inc.","12.4","$91.99M","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"ABM","ABM Industries Incorporated","39.91","$2.6B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AKR","Acadia Realty Trust","29.14","$2.44B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"ACN","Accenture plc","145.45","$92.39B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"ACCO","Acco Brands Corporation","13.4","$1.43B","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"ATV","Acorn International, Inc.","18.75","$50.27M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv",
"ATU","Actuant Corporation","25.35","$1.52B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","161.82","$6.81B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"GOLF","Acushnet Holdings Corp.","18.91","$1.41B","2016","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/golf",
"ADX","Adams Diversified Equity Fund, Inc.","15.78","$1.56B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","19.34","$552.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"AGRO","Adecoagro S.A.","9.02","$1.1B","2011","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"ADNT","Adient plc","76.19","$7.1B","2016","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/adnt",
"ATGE","Adtalem Global Education Inc.","38.3","$2.32B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atge",
"AAP","Advance Auto Parts Inc","89.27","$6.6B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"ADSW","Advanced Disposal Services, Inc.","23.01","$2.04B","2016","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","22.25","$1.24B","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"ASX","Advanced Semiconductor Engineering, Inc.","6.21","$10.51B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"ASIX","AdvanSix Inc.","42.79","$1.3B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix",
"AAV","Advantage Oil & Gas Ltd","5.2","$967M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"AVK","Advent Claymore Convertible Securities and Income Fund","15.7","$314.69M","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","6.01","$164.48M","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","8.27","$75.94M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"ACM","AECOM","34.72","$5.47B","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","3.75","$152.38M","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"AEB","Aegon NV","24.77","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","26.06","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","6.06","$12.4B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","26.05","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","26.29","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AER","Aercap Holdings N.V.","50.48","$7.98B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"HIVE","Aerohive Networks, Inc.","4.89","$262.1M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","29.04","$2.18B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd",
"AET","Aetna Inc.","173.2","$56.48B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AMG","Affiliated Managers Group, Inc.","186.09","$10.34B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"AFL","Aflac Incorporated","83.85","$32.97B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"MITT","AG Mortgage Investment Trust, Inc.","19.07","$537.63M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","25.5902","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","25.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"AGCO","AGCO Corporation","66.66","$5.3B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"A","Agilent Technologies, Inc.","68.79","$22.14B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"AEM","Agnico Eagle Mines Limited","44.6","$10.36B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","49.59","$1.45B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"AGU","Agrium Inc.","106.86","$14.76B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"AL","Air Lease Corporation","41.61","$4.3B","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"APD","Air Products and Chemicals, Inc.","161.58","$35.22B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AYR","Aircastle Limited","23.41","$1.84B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"AKS","AK Steel Holding Corporation","4.51","$1.42B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"ALP^Q","Alabama Power Company","26.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alp^q",
"ALG","Alamo Group, Inc.","113.29","$1.32B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","6.39","$1.92B","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"ALK","Alaska Air Group, Inc.","66.4","$8.17B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"AIN","Albany International Corporation","61.3","$1.97B","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","136.21","$15.05B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"AA","Alcoa Corporation","43.4","$8.03B","2016","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/aa",
"ALEX","Alexander & Baldwin Holdings, Inc.","43.91","$2.16B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","417.57","$2.13B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","126.21","$12.08B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^D","Alexandria Real Estate Equities, Inc.","36.8611","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^d",
"AQN","Algonquin Power & Utilities Corp.","11.08","$4.72B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aqn",
"BABA","Alibaba Group Holding Limited","185.13","$473.93B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba",
"Y","Alleghany Corporation","566.6","$8.72B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","21.93","$2.76B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ALLE","Allegion plc","82.65","$7.86B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","174.88","$58.16B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","623.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","77.5","$3.96B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.6701","$116.94M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","224.35","$12.4B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.62","$391.51M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","12.75","$114.77M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"AWF","Alliance World Dollar Government Fund II","12.54","$1.08B","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","25.4","$2.38B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","44.4","$10.27B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","9.2","$167.96M","2017","n/a","n/a","http://www.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","6.92","$613.37M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","6.13","$458.46M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","21.74","$223.38M","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","20.79","$576.07M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","13.15","$1.25B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"ALSN","Allison Transmission Holdings, Inc.","38.95","$5.52B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALL","Allstate Corporation (The)","100.17","$35.94B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","25.623","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","26.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","26.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","26.7833","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","26.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","26.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","26.67","$11.79B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","26.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"ALDW","Alon USA Partners, LP","14.52","$907.93M","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"AGD","Alpine Global Dynamic Dividend Fund","10.38","$130.26M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","6.33","$540.63M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","8.99","$967.26M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"AYX","Alteryx, Inc.","25.69","$1.52B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","19.86","$14.64B","2017","Consumer Services","Television Services","http://www.nasdaq.com/symbol/atus",
"RESI","Altisource Residential Corporation","11.05","$590.6M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"MO","Altria Group","66.42","$126.74B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","17.13","$10.21B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMBR","Amber Road, Inc.","6.48","$176.34M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","6.24","$98.02B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","12.95","$1.67B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"AEE","Ameren Corporation","63.3","$15.36B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","8.4","$382.23M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AMOV","America Movil, S.A.B. de C.V.","16.9636","$55.77B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","17.25","$56.71B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAT","American Assets Trust, Inc.","39.46","$1.86B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","17.99","$2B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","41.89","$5.71B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","14.93","$2.64B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","76.38","$37.57B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AEL","American Equity Investment Life Holding Company","29.62","$2.64B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","93.69","$81.32B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFG","American Financial Group, Inc.","101.95","$8.98B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.43","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","26.849","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh",
"AMH","American Homes 4 Rent","21.45","$6.15B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"AMH^C","American Homes 4 Rent","28.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"AMH^D","American Homes 4 Rent","26.8312","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^d",
"AMH^E","American Homes 4 Rent","26.394","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^e",
"AMH^F","American Homes 4 Rent","25.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^f",
"AMH^G","American Homes 4 Rent","25.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^g",
"AIG","American International Group, Inc.","60.06","$53.99B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"AMID","American Midstream Partners, LP","12.75","$671.73M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"ARL","American Realty Investors, Inc.","10","$155.14M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARA","American Renal Associates Holdings, Inc","13.03","$407.65M","2016","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ara",
"AWR","American States Water Company","55.37","$2.03B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AMT","American Tower Corporation (REIT)","145.87","$61.7B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"AMT^B","American Tower Corporation (REIT)","128.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b",
"AVD","American Vanguard Corporation","19.25","$573.55M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","89.02","$15.88B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"APU","AmeriGas Partners, L.P.","44.5","$4.14B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","158.28","$23.41B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABC","AmerisourceBergen Corporation (Holding Co)","78.84","$17.27B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"ANFI","Amira Nature Foods Ltd","5.5","$173.3M","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi",
"AMN","AMN Healthcare Services Inc","44.3","$2.12B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/amn",
"AP","Ampco-Pittsburgh Corporation","13.55","$167.5M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","89.52","$27.33B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph",
"BETR","Amplify Snack Brands, inc.","5.59","$429.01M","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/betr",
"AXR","AMREP Corporation","6.85","$55.41M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/axr",
"AME","AMTEK, Inc.","70.26","$16.24B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"AFSI^A","AmTrust Financial Services, Inc.","22.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a",
"AFSI^B","AmTrust Financial Services, Inc.","24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b",
"AFSI^C","AmTrust Financial Services, Inc.","23.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c",
"AFSI^D","AmTrust Financial Services, Inc.","22.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d",
"AFSI^E","AmTrust Financial Services, Inc.","23.8503","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^e",
"AFSI^F","AmTrust Financial Services, Inc.","21.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^f",
"AFSS","AmTrust Financial Services, Inc.","24.94","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss",
"AFST","AmTrust Financial Services, Inc.","25.82","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst",
"AEUA","Anadarko Petroleum Corporation","35.6","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua",
"APC","Anadarko Petroleum Corporation","48.15","$26.35B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"ANDV","Andeavor","105.34","$16.43B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/andv",
"ANDX","Andeavor Logistics LP","44.5","$9.62B","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/andx",
"AU","AngloGold Ashanti Limited","9.99","$4.08B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"BUD","Anheuser-Busch Inbev SA","114.99","$222.33B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud",
"AXE","Anixter International Inc.","64","$2.13B","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe",
"NLY","Annaly Capital Management Inc","11.49","$13.32B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly",
"NLY^C","Annaly Capital Management Inc","25.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c",
"NLY^D","Annaly Capital Management Inc","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d",
"NLY^E","Annaly Capital Management Inc","25.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^e",
"NLY^F","Annaly Capital Management Inc","26.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^f",
"AMGP","Antero Midstream GP LP","17.24","$3.21B","2017","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amgp",
"AM","Antero Midstream Partners LP","26.7","$4.98B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am",
"AR","Antero Resources Corporation","19.92","$6.29B","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar",
"ANTM","Anthem, Inc.","220.83","$56.7B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm",
"ANTX","Anthem, Inc.","55.19","$14.62B","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx",
"ANH","Anworth Mortgage Asset  Corporation","5.49","$538.63M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","26.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","27.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"ANH^C","Anworth Mortgage Asset  Corporation","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c",
"AON","Aon plc","141.18","$35.28B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","41.18","$15.69B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"AIV","Apartment Investment and Management Company","44.19","$6.94B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV^A","Apartment Investment and Management Company","26.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
"ARI","Apollo Commercial Real Estate Finance","18.41","$1.97B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari",
"ARI^C","Apollo Commercial Real Estate Finance","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^c",
"APO","Apollo Global Management, LLC","29.28","$11.98B","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"APO^A","Apollo Global Management, LLC","26.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apo^a",
"AIY","Apollo Investment Corporation","25.798","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy",
"AFT","Apollo Senior Floating Rate Fund Inc.","16.19","$252.13M","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft",
"AIF","Apollo Tactical Income Fund Inc.","15.75","$227.81M","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif",
"APLE","Apple Hospitality REIT, Inc.","19.32","$4.31B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aple",
"AIT","Applied Industrial Technologies, Inc.","61.75","$2.4B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait",
"ATR","AptarGroup, Inc.","85.65","$5.34B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr",
"WTR","Aqua America, Inc.","36.37","$6.46B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/wtr",
"AQ","Aquantia Corp.","11.73","$379.13M","2017","Technology","Semiconductors","http://www.nasdaq.com/symbol/aq",
"WAAS","AquaVenture Holdings Limited","15.04","$397.85M","2016","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/waas",
"ARMK","Aramark","40.82","$10.01B","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/armk",
"ABR","Arbor Realty Trust","8.5","$524.47M","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abr",
"ABR^A","Arbor Realty Trust","25.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","26.2569","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abr^c",
"ABRN","Arbor Realty Trust","25.29","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/abrn",
"ARC","ARC Document Solutions, Inc.","2.65","$123.11M","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/arc",
