"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.4","$44.29M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"TURN","180 Degree Capital Corp.","2.03","$63.18M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/turn",
"FLWS","1-800 FLOWERS.COM, Inc.","9.5","$613.93M","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","17.95","$144.91M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","49.88","$1.29B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","6.84","$769.5M","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","63.67","$3.32B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"JOBS","51job, Inc.","62.57","$3.87B","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"CAFD","8point3 Energy Partners LP","14.94","$1.18B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","14.05","$1.29B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","17.35","$389.61M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","37.125","$1.1B","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AAON","AAON, Inc.","34.45","$1.81B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ABAX","ABAXIS, Inc.","49.37","$1.12B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABEO","Abeona Therapeutics Inc.","15.4","$718.6M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","10.95","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"ABIL","Ability Inc.","0.5301","$13.65M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","194.32","$8.59B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"ABLX","Ablynx NV","21.14","$1.58B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ablx",
"AXAS","Abraxas Petroleum Corporation","2.09","$346.71M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","10.61","$603.94M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","37.55","$1.48B","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","4.2","$212.54M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","29.84","$2.62B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","27.86","$3.46B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACST","Acasti Pharma, Inc.","1.2701","$18.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","22.45","$1.24B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","38.71","$1.75B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","28.44","$581.68M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","4.8","$402.81M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","2.075","$104.45M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","17.75","$13.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acer",
"ACERW","Acer Therapeutics Inc.","0.0231","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acerw",
"ACET","Aceto Corporation","10.08","$308.86M","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","11.83","$501.52M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHV","Achieve Life Sciences, Inc. ","1.39","$16.61M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/achv",
"ACHN","Achillion Pharmaceuticals, Inc.","3.43","$472.85M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","22.82","$2.71B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","22.9","$706.11M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","6.89","$104.12M","2017","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acmr",
"ACNB","ACNB Corporation","28","$196.55M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","17.8","$832.1M","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"SQZZ","Active Alts Contrarian ETF","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqzz",
"ATVI","Activision Blizzard, Inc","64.1","$48.47B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","15.5","$507.2M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ACXM","Acxiom Corporation","26.54","$2.1B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","28.41","$647.15M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","4.2","$131.68M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","7.88","$738.25M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","33.35","$387.92M","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.44","$14.68M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","7.7","$162.77M","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","2.85","$73.51M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","182.24","$89.83B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","4.89","$332.87M","2017","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/adom",
"ADTN","ADTRAN, Inc.","21.25","$1.02B","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","8.8","$684.03M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAAP","Advanced Accelerator Applications S.A.","81.2","$3.59B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap",
"ADES","Advanced Emissions Solutions, Inc.","11.12","$234.51M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","82.03","$3.25B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","11.38","$10.98B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","3.19","$131M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","0.99","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"ADVM","Adverum Biotechnologies, Inc.","3.15","$141.88M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"AEGN","Aegion Corp","26.74","$869.77M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","4.54","$75.57M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","3.19","$68.72M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.7","$13.88M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","58.7","$2.15B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","42.73","$1.02B","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","1.92","$31.57M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","0.9682","$14.62M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","1.47","$87.22M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","1.975","$88.23M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","3.7","$370.68M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","4.57","$156.23M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","11.86","$275.18M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","59.64","$2.91B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","19.82","$7.76B","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","26.08","$9.04B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncn",
"AGFS","AgroFresh Solutions, Inc.","5.32","$267.79M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.23","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","12.3","$181.04M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","34.95","$1.78B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","21.95","$44.84M","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","23.33","$1.38B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","9.4","$90.04M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","2.07","$130.03M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","55.44","$9.38B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","4.65","$54.76M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","17.88","$1.19B","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","15.36","$726.05M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","0.62","$5.52M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","33.4","$4.18B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","6.45","$123.1M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","44.2","$2.08B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","2.14","$112.24M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"ALBO","Albireo Pharma, Inc.","25.99","$230.85M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","7.82","$111.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"ALDR","Alder BioPharmaceuticals, Inc.","10.6","$718.26M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","6.15","$117.57M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","110.87","$24.77B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","32.25","$266.18M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","253.89","$20.36B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.25","$86.44M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","3.52","$128.55M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","48.4","$7.44B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ABTX","Allegiance Bancshares, Inc.","39.1","$515.4M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","137.65","$2.21B","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALNA","Allena Pharmaceuticals, Inc.","12.61","$260.04M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/alna",
"AHGP","Alliance Holdings GP, L.P.","25.74","$1.54B","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"AMMA","Alliance MMA, Inc.","1.59","$16.74M","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma",
"ARLP","Alliance Resource Partners, L.P.","18.85","$2.46B","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","2.16","$8.67M","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","32","$302.5M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.34","$11.67M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALLT","Allot Communications Ltd.","5.4","$178.82M","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","13.26","$2.4B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","61.85","$863.74M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","127.51","$11.82B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","17.57","$419.48M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1019.09","$708.07B","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1035.89","$719.74B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","23.9499","$26.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","3.36","$56.19M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","10.25","$40.12M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alpn",
"SWIN","ALPS/Dorsey Wright Sector Momentum ETF","29.38","$10.28M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swin",
"AABA","Altaba Inc.","71.02","$62.99B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","24.16","$1.46B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/altr",
"ALT","Altimmune, Inc.","2.15","$33.65M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","26.64","$476.98M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","47.35","$1.39B","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"AMAG","AMAG Pharmaceuticals, Inc.","14","$495.24M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","3.24","$877.65M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","15.64","$109.97M","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1129.88","$544.46B","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","14.2","$642.57M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","5.48","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","53.71","$1.78B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","50.14","$3.1B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DOX","Amdocs Limited","63.53","$9.23B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","3.74","$941877.86","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","55.01","$1.87B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","353.91","$6.94B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","3.49","$51.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.65","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","6","$361.52M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","16.9636","$55.77B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","47.39","$22.68B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"ACSF","American Capital Senior Floating, Ltd.","10.65","$106.5M","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"AETI","American Electric Technologies, Inc.","1.6","$13.78M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AMNB","American National Bankshares, Inc.","38.6","$333.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","122","$3.29B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","13.49","$728.48M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","24.8","$403.44M","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","36.96","$705.34M","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"AMRB","American River Bankshares","14.94","$95.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","12.01","$357.03M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","3.25","$68.01M","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","96.95","$1.58B","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","47.85","$352.46M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","46.8","$1.74B","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","64.4","$1.24B","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.25","$77.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","28","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","29.7","$276.53M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","170","$123.4B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","13.11","$2.18B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","10.89","$2.61B","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","18.38","$845.03M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","37.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibuy",
"ASYS","Amtech Systems, Inc.","13.19","$191.93M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","9.05","$1.77B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AMRS","Amyris, Inc.","3.53","$132.75M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","90.42","$33.24B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","81.3","$1.02B","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"ANAB","AnaptysBio, Inc.","76.64","$1.8B","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","4.08","$172.06M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/avxl",
"ANCB","Anchor Bancorp","24.75","$61.75M","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"ANDA","Andina Acquisition Corp. II","10.24","$49.94M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. II","1.02","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. II","12","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. II","0.8","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"ANGI","ANGI Homeservices Inc.","11.86","$5.66B","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","17","$624.17M","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","63.75","$742.94M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","53.39","$782.79M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
"ANSS","ANSYS, Inc.","150.57","$12.78B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","1.84","$288.28M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrs",
"ANTH","Anthera Pharmaceuticals, Inc.","2.21","$30.61M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth",
"APLS","Apellis Pharmaceuticals, Inc.","13.79","$531.51M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apls",
"APOG","Apogee Enterprises, Inc.","46.96","$1.35B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","4.05","$70.03M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","6.07","$1.33B","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv",
"APPF","AppFolio, Inc.","43.65","$1.48B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","20.02","$1.21B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","170.15","$873.6B","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","1.03","$7.08M","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
